,datetime,id,open,high,low,close,volume,open_oi,close_oi,symbol,duration
313,2022-05-18 21:00:00,0.0,739.0,739.0,722.5,728.0,246.0,0.0,167.0,DCE.i2305,3600
314,2022-05-18 22:00:00,1.0,728.0,732.0,724.5,727.0,192.0,167.0,310.0,DCE.i2305,3600
315,2022-05-19 09:00:00,2.0,728.0,740.5,718.5,738.0,397.0,310.0,507.0,DCE.i2305,3600
316,2022-05-19 10:00:00,3.0,738.0,745.0,738.0,741.5,126.0,507.0,601.0,DCE.i2305,3600
317,2022-05-19 11:00:00,4.0,741.5,750.0,740.5,749.0,53.0,601.0,604.0,DCE.i2305,3600
318,2022-05-19 13:00:00,5.0,749.0,749.0,739.5,744.5,98.0,604.0,627.0,DCE.i2305,3600
319,2022-05-19 14:00:00,6.0,744.5,756.5,742.0,754.5,234.0,627.0,754.0,DCE.i2305,3600
320,2022-05-19 21:00:00,7.0,755.5,757.0,745.5,754.0,158.0,754.0,772.0,DCE.i2305,3600
321,2022-05-19 22:00:00,8.0,754.0,760.0,750.0,754.0,70.0,772.0,778.0,DCE.i2305,3600
322,2022-05-20 09:00:00,9.0,754.0,763.5,753.0,757.0,170.0,778.0,792.0,DCE.i2305,3600
323,2022-05-20 10:00:00,10.0,757.0,760.0,751.5,759.5,218.0,792.0,900.0,DCE.i2305,3600
324,2022-05-20 11:00:00,11.0,759.5,763.0,754.0,760.0,48.0,900.0,892.0,DCE.i2305,3600
325,2022-05-20 13:00:00,12.0,760.0,763.5,757.0,757.0,82.0,892.0,909.0,DCE.i2305,3600
326,2022-05-20 14:00:00,13.0,757.0,771.5,757.0,771.0,214.0,909.0,923.0,DCE.i2305,3600
327,2022-05-20 21:00:00,14.0,770.0,784.0,769.5,782.5,243.0,923.0,1001.0,DCE.i2305,3600
328,2022-05-20 22:00:00,15.0,782.5,784.5,769.5,769.5,145.0,1001.0,1052.0,DCE.i2305,3600
329,2022-05-23 09:00:00,16.0,773.5,796.0,773.5,783.0,477.0,1052.0,1145.0,DCE.i2305,3600
330,2022-05-23 10:00:00,17.0,783.0,790.0,781.5,790.0,106.0,1145.0,1187.0,DCE.i2305,3600
331,2022-05-23 11:00:00,18.0,790.0,790.0,775.0,775.5,69.0,1187.0,1197.0,DCE.i2305,3600
332,2022-05-23 13:00:00,19.0,775.5,782.0,775.0,779.0,402.0,1197.0,1498.0,DCE.i2305,3600
333,2022-05-23 14:00:00,20.0,779.0,785.0,767.0,782.0,184.0,1498.0,1516.0,DCE.i2305,3600
334,2022-05-23 21:00:00,21.0,782.0,783.0,772.0,779.5,187.0,1516.0,1608.0,DCE.i2305,3600
335,2022-05-23 22:00:00,22.0,779.5,786.0,772.0,774.0,173.0,1608.0,1689.0,DCE.i2305,3600
336,2022-05-24 09:00:00,23.0,774.0,782.5,774.0,778.0,416.0,1689.0,1973.0,DCE.i2305,3600
337,2022-05-24 10:00:00,24.0,778.0,786.5,773.0,779.0,285.0,1973.0,2065.0,DCE.i2305,3600
338,2022-05-24 11:00:00,25.0,779.0,785.0,776.0,778.5,121.0,2065.0,2076.0,DCE.i2305,3600
339,2022-05-24 13:00:00,26.0,777.0,777.0,758.0,758.0,255.0,2076.0,2218.0,DCE.i2305,3600
340,2022-05-24 14:00:00,27.0,758.0,763.0,745.0,748.0,325.0,2218.0,2350.0,DCE.i2305,3600
341,2022-05-24 21:00:00,28.0,748.5,761.0,746.0,760.0,721.0,2350.0,2845.0,DCE.i2305,3600
342,2022-05-24 22:00:00,29.0,760.0,766.0,756.0,765.0,331.0,2845.0,2923.0,DCE.i2305,3600
343,2022-05-25 09:00:00,30.0,765.0,774.0,765.0,772.0,200.0,2923.0,2875.0,DCE.i2305,3600
344,2022-05-25 10:00:00,31.0,772.0,775.5,766.0,767.5,125.0,2875.0,2876.0,DCE.i2305,3600
345,2022-05-25 11:00:00,32.0,767.5,769.5,760.5,761.5,113.0,2876.0,2909.0,DCE.i2305,3600
346,2022-05-25 13:00:00,33.0,762.0,766.0,758.0,758.0,118.0,2909.0,2971.0,DCE.i2305,3600
347,2022-05-25 14:00:00,34.0,758.0,774.0,754.0,772.0,547.0,2971.0,2950.0,DCE.i2305,3600
348,2022-05-25 21:00:00,35.0,771.0,771.0,753.5,762.5,296.0,2950.0,3005.0,DCE.i2305,3600
349,2022-05-25 22:00:00,36.0,762.5,763.0,758.0,758.0,75.0,3005.0,3014.0,DCE.i2305,3600
350,2022-05-26 09:00:00,37.0,758.0,763.0,735.0,736.5,579.0,3014.0,3336.0,DCE.i2305,3600
351,2022-05-26 10:00:00,38.0,736.5,748.5,736.5,746.0,134.0,3336.0,3333.0,DCE.i2305,3600
352,2022-05-26 11:00:00,39.0,746.0,748.5,737.5,747.0,203.0,3333.0,3400.0,DCE.i2305,3600
353,2022-05-26 13:00:00,40.0,747.0,754.5,745.0,750.5,255.0,3400.0,3395.0,DCE.i2305,3600
354,2022-05-26 14:00:00,41.0,750.5,759.5,746.0,757.0,199.0,3395.0,3293.0,DCE.i2305,3600
355,2022-05-26 21:00:00,42.0,758.0,766.0,754.0,764.5,367.0,3293.0,3358.0,DCE.i2305,3600
356,2022-05-26 22:00:00,43.0,764.5,770.0,762.0,769.0,354.0,3358.0,3489.0,DCE.i2305,3600
357,2022-05-27 09:00:00,44.0,769.0,777.0,766.0,771.0,363.0,3489.0,3445.0,DCE.i2305,3600
358,2022-05-27 10:00:00,45.0,771.0,780.0,771.0,779.5,175.0,3445.0,3458.0,DCE.i2305,3600
359,2022-05-27 11:00:00,46.0,779.5,783.0,777.0,780.0,151.0,3458.0,3446.0,DCE.i2305,3600
360,2022-05-27 13:00:00,47.0,778.0,778.0,773.5,776.5,93.0,3446.0,3443.0,DCE.i2305,3600
